File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF705OIS	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR322BLC	Histone ChIP-seq	/human-donors/ENCDO316SVQ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF136DUP/	2166459	ENCODE Processing Pipeline	37197fb8d4edbe5589f466cce1ab856e		https://www.encodeproject.org/files/ENCFF705OIS/@@download/ENCFF705OIS.bigBed				released	s3://encode-public/2020/08/14/e6762072-d283-4a09-ab7d-ca9ed6b0dbaa/ENCFF705OIS.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/e6762072-d283-4a09-ab7d-ca9ed6b0dbaa/ENCFF705OIS.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF275KCQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR454WZX	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF859BWX/, /files/ENCFF674HSR/	514076320	ENCODE Processing Pipeline	f9d8a2f0dc24fc4a1dc4bfd522233401		https://www.encodeproject.org/files/ENCFF275KCQ/@@download/ENCFF275KCQ.bigWig				released	s3://encode-public/2020/08/14/49908b0c-b601-414f-ac17-ecc1218ea360/ENCFF275KCQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/49908b0c-b601-414f-ac17-ecc1218ea360/ENCFF275KCQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF009PAY	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR454WZX	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF859BWX/, /files/ENCFF356LFX/, /files/ENCFF674HSR/	189787	ENCODE Processing Pipeline	5acbee7b435cda70469c3068c5c0600a		https://www.encodeproject.org/files/ENCFF009PAY/@@download/ENCFF009PAY.bed.gz				released	s3://encode-public/2020/08/14/4b76347b-b942-4fc8-a8e5-d10bdef27352/ENCFF009PAY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/4b76347b-b942-4fc8-a8e5-d10bdef27352/ENCFF009PAY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF868UZO	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR454WZX	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF009PAY/	591074	ENCODE Processing Pipeline	228dd2a8c26cf12a43d5461dfc821cbf		https://www.encodeproject.org/files/ENCFF868UZO/@@download/ENCFF868UZO.bigBed				released	s3://encode-public/2020/08/14/3fabd708-7393-42f8-a97d-942981288efb/ENCFF868UZO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/3fabd708-7393-42f8-a97d-942981288efb/ENCFF868UZO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF645EXF	bigWig	bigWig		signal p-value	GRCh38	ENCSR567ILB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF765MCR/, /files/ENCFF569DGG/	261155731	ENCODE Processing Pipeline	7e65453dd5e97e7b65906d9a46301bab		https://www.encodeproject.org/files/ENCFF645EXF/@@download/ENCFF645EXF.bigWig				released	s3://encode-public/2020/08/14/fc06d402-0849-4b6c-b451-95742b86fbfe/ENCFF645EXF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/fc06d402-0849-4b6c-b451-95742b86fbfe/ENCFF645EXF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth, low read length	insufficient read depth	
ENCFF832SSL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR567ILB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF958SIQ/	1345055	ENCODE Processing Pipeline	4099082475c2df195a6ff7ad0b4ac1f2		https://www.encodeproject.org/files/ENCFF832SSL/@@download/ENCFF832SSL.bigBed				released	s3://encode-public/2020/08/14/900574c6-cce1-41c6-9504-7f804a7fd007/ENCFF832SSL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/900574c6-cce1-41c6-9504-7f804a7fd007/ENCFF832SSL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth, low read length	insufficient read depth	
ENCFF958SIQ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR567ILB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF356LFX/, /files/ENCFF765MCR/, /files/ENCFF569DGG/	452343	ENCODE Processing Pipeline	c3228822a0080068ec8cf463ada35962		https://www.encodeproject.org/files/ENCFF958SIQ/@@download/ENCFF958SIQ.bed.gz				released	s3://encode-public/2020/08/14/12b2e540-4176-43ba-b1a6-5e31f9d8b81c/ENCFF958SIQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/12b2e540-4176-43ba-b1a6-5e31f9d8b81c/ENCFF958SIQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	control low read depth, low read length	insufficient read depth	
ENCFF999LEM	bigWig	bigWig		signal p-value	GRCh38	ENCSR936FAH	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF481EBY/, /files/ENCFF859BWX/	531302293	ENCODE Processing Pipeline	c0a40e8e70fbf068436eca4de7c5fd5b		https://www.encodeproject.org/files/ENCFF999LEM/@@download/ENCFF999LEM.bigWig				released	s3://encode-public/2020/08/14/161d86de-1b0c-4c6a-8e70-db35b95bbb18/ENCFF999LEM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/161d86de-1b0c-4c6a-8e70-db35b95bbb18/ENCFF999LEM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF010VWC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR936FAH	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF481EBY/, /files/ENCFF859BWX/, /files/ENCFF356LFX/	1046944	ENCODE Processing Pipeline	8d64949b094392d781abf2b22f4ea6b8		https://www.encodeproject.org/files/ENCFF010VWC/@@download/ENCFF010VWC.bed.gz				released	s3://encode-public/2020/08/14/3fe88841-45d5-44a5-b06f-8ba637d29da6/ENCFF010VWC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/3fe88841-45d5-44a5-b06f-8ba637d29da6/ENCFF010VWC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF794NZP	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR936FAH	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF010VWC/	2532155	ENCODE Processing Pipeline	357edb5e0ec7e656f0d2d37819af361e		https://www.encodeproject.org/files/ENCFF794NZP/@@download/ENCFF794NZP.bigBed				released	s3://encode-public/2020/08/14/f2f36d83-571b-42ba-8cfc-33065eb733d8/ENCFF794NZP.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/f2f36d83-571b-42ba-8cfc-33065eb733d8/ENCFF794NZP.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF036EBD	bigWig	bigWig		signal p-value	GRCh38	ENCSR617SRM	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF532DBC/, /files/ENCFF859BWX/	677924238	ENCODE Processing Pipeline	b7cbf522c021993f8aebf8721dde7a6c		https://www.encodeproject.org/files/ENCFF036EBD/@@download/ENCFF036EBD.bigWig				released	s3://encode-public/2020/08/14/d800b292-6bf9-4d92-8a05-37eb57980ec7/ENCFF036EBD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/d800b292-6bf9-4d92-8a05-37eb57980ec7/ENCFF036EBD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF186ISV	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR617SRM	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF532DBC/, /files/ENCFF356LFX/, /files/ENCFF859BWX/	2097204	ENCODE Processing Pipeline	fdea0b0dbef171d79d47e17e13fb015c		https://www.encodeproject.org/files/ENCFF186ISV/@@download/ENCFF186ISV.bed.gz				released	s3://encode-public/2020/08/14/293a085c-e1cf-4eed-8c4e-55ef7c1c05f2/ENCFF186ISV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/293a085c-e1cf-4eed-8c4e-55ef7c1c05f2/ENCFF186ISV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF797EVE	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR617SRM	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF186ISV/	4985558	ENCODE Processing Pipeline	207e2c34851dabe7553ec0233e33db35		https://www.encodeproject.org/files/ENCFF797EVE/@@download/ENCFF797EVE.bigBed				released	s3://encode-public/2020/08/14/6b8663d6-7553-442c-badf-2e14f8a8a0c2/ENCFF797EVE.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/6b8663d6-7553-442c-badf-2e14f8a8a0c2/ENCFF797EVE.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF204IAN	bigWig	bigWig		signal p-value	GRCh38	ENCSR953XVZ	Histone ChIP-seq	/human-donors/ENCDO316SVQ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF435DYM/, /files/ENCFF727XBP/	647135426	ENCODE Processing Pipeline	28d3a1aad436d179a7374e1718f8456d		https://www.encodeproject.org/files/ENCFF204IAN/@@download/ENCFF204IAN.bigWig				released	s3://encode-public/2020/08/14/e0e2a247-4b8c-4d72-bd51-09776e0bd842/ENCFF204IAN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/e0e2a247-4b8c-4d72-bd51-09776e0bd842/ENCFF204IAN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF851QDD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR953XVZ	Histone ChIP-seq	/human-donors/ENCDO316SVQ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF435DYM/, /files/ENCFF727XBP/	3102929	ENCODE Processing Pipeline	a6671a12e8a6dee508096e7ccf3aae0e		https://www.encodeproject.org/files/ENCFF851QDD/@@download/ENCFF851QDD.bed.gz				released	s3://encode-public/2020/08/14/03675275-8cac-4481-abc3-24ede03c6c9a/ENCFF851QDD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/03675275-8cac-4481-abc3-24ede03c6c9a/ENCFF851QDD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF238EPF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR953XVZ	Histone ChIP-seq	/human-donors/ENCDO316SVQ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF851QDD/	6614275	ENCODE Processing Pipeline	bc9462e08f7dc6ad2f2fba54c3e558de		https://www.encodeproject.org/files/ENCFF238EPF/@@download/ENCFF238EPF.bigBed				released	s3://encode-public/2020/08/14/913021af-de39-40c3-aa88-7f2f6b54f790/ENCFF238EPF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/913021af-de39-40c3-aa88-7f2f6b54f790/ENCFF238EPF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF330TSX	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR813HFV	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF343DAU/, /files/ENCFF859BWX/, /files/ENCFF356LFX/	1125266	ENCODE Processing Pipeline	c7721077c2451e8a3b16fef8b04970fa		https://www.encodeproject.org/files/ENCFF330TSX/@@download/ENCFF330TSX.bed.gz				released	s3://encode-public/2020/08/14/1a2f1ef0-8a96-4bb2-8b3c-85efdb8ec52c/ENCFF330TSX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/1a2f1ef0-8a96-4bb2-8b3c-85efdb8ec52c/ENCFF330TSX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF046SLU	bigWig	bigWig		signal p-value	GRCh38	ENCSR813HFV	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF343DAU/, /files/ENCFF859BWX/	638908906	ENCODE Processing Pipeline	6180d37676633b0cfbab6b681ebb8429		https://www.encodeproject.org/files/ENCFF046SLU/@@download/ENCFF046SLU.bigWig				released	s3://encode-public/2020/08/14/07742efc-4ac2-447f-a815-fb4bd9f65256/ENCFF046SLU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/07742efc-4ac2-447f-a815-fb4bd9f65256/ENCFF046SLU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF167CPR	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR813HFV	Histone ChIP-seq	/human-donors/ENCDO670CKN/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF330TSX/	2746182	ENCODE Processing Pipeline	c3ac932d20f9b442cf7a6fe8a3facf2f		https://www.encodeproject.org/files/ENCFF167CPR/@@download/ENCFF167CPR.bigBed				released	s3://encode-public/2020/08/14/c38fecdc-00b3-4027-b3d4-0c3ff5b8a612/ENCFF167CPR.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/c38fecdc-00b3-4027-b3d4-0c3ff5b8a612/ENCFF167CPR.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length		
ENCFF821WNV	bigWig	bigWig		signal p-value	GRCh38	ENCSR100YTJ	Histone ChIP-seq	/human-donors/ENCDO370HUJ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF859BWX/, /files/ENCFF630RCZ/	617209831	ENCODE Processing Pipeline	b881c79c740e4252477f2b8ded1c55d8		https://www.encodeproject.org/files/ENCFF821WNV/@@download/ENCFF821WNV.bigWig				released	s3://encode-public/2020/08/14/ee3b882d-d31e-4228-b6fc-eb1653395e8a/ENCFF821WNV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/ee3b882d-d31e-4228-b6fc-eb1653395e8a/ENCFF821WNV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF879DLC	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR100YTJ	Histone ChIP-seq	/human-donors/ENCDO370HUJ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF859BWX/, /files/ENCFF630RCZ/, /files/ENCFF356LFX/	1862486	ENCODE Processing Pipeline	8e5098419ad0337a3b084e34c3efc2a5		https://www.encodeproject.org/files/ENCFF879DLC/@@download/ENCFF879DLC.bed.gz				released	s3://encode-public/2020/08/14/7d312cae-a765-4983-8f58-50b9ede0e417/ENCFF879DLC.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/7d312cae-a765-4983-8f58-50b9ede0e417/ENCFF879DLC.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF713RRL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR100YTJ	Histone ChIP-seq	/human-donors/ENCDO370HUJ/	UBERON:0002048	lung	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF879DLC/	3958169	ENCODE Processing Pipeline	7fdefa4acc593b94ac90ed5509fb28cf		https://www.encodeproject.org/files/ENCFF713RRL/@@download/ENCFF713RRL.bigBed				released	s3://encode-public/2020/08/14/d05a9c91-5e1f-4dd5-b941-95c3ada474af/ENCFF713RRL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/d05a9c91-5e1f-4dd5-b941-95c3ada474af/ENCFF713RRL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF803LNL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR067BMB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF395NYD/	2552375	ENCODE Processing Pipeline	c7e8d7cda49bc655577d94c9a9803839		https://www.encodeproject.org/files/ENCFF803LNL/@@download/ENCFF803LNL.bigBed				released	s3://encode-public/2020/08/14/82367339-78b0-406c-98ec-4b02f7923f59/ENCFF803LNL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/82367339-78b0-406c-98ec-4b02f7923f59/ENCFF803LNL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF262ZVW	bigWig	bigWig		signal p-value	GRCh38	ENCSR067BMB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF194EOC/, /files/ENCFF569DGG/	293970722	ENCODE Processing Pipeline	93551583854286d2f5676851aee818d1		https://www.encodeproject.org/files/ENCFF262ZVW/@@download/ENCFF262ZVW.bigWig				released	s3://encode-public/2020/08/14/24d2563b-0ee9-4e8a-9877-07ce6fee081e/ENCFF262ZVW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/24d2563b-0ee9-4e8a-9877-07ce6fee081e/ENCFF262ZVW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF395NYD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR067BMB	Histone ChIP-seq	/human-donors/ENCDO058TGV/	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_4							/files/ENCFF356LFX/, /files/ENCFF194EOC/, /files/ENCFF569DGG/	1221172	ENCODE Processing Pipeline	ff38937511af1752bb8082c1e234e1ed		https://www.encodeproject.org/files/ENCFF395NYD/@@download/ENCFF395NYD.bed.gz				released	s3://encode-public/2020/08/14/485c1e93-e919-490a-8977-3c5cae10d2d4/ENCFF395NYD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/485c1e93-e919-490a-8977-3c5cae10d2d4/ENCFF395NYD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length	insufficient read depth, control insufficient read depth	
ENCFF970KWF	bigWig	bigWig		signal p-value	GRCh38	ENCSR728FLA	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF238VLC/, /files/ENCFF391TMO/, /files/ENCFF956EWI/	704232820	ENCODE Processing Pipeline	ffdba70408e26198d041a89a31301fe4		https://www.encodeproject.org/files/ENCFF970KWF/@@download/ENCFF970KWF.bigWig				released	s3://encode-public/2020/08/14/e088c0ff-02ab-4b11-b280-058cc9ab577c/ENCFF970KWF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/e088c0ff-02ab-4b11-b280-058cc9ab577c/ENCFF970KWF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	control insufficient read depth	
ENCFF284QKU	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR728FLA	Histone ChIP-seq	/human-donors/ENCDO424HVB/	UBERON:0002048	lung	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF238VLC/, /files/ENCFF391TMO/, /files/ENCFF956EWI/, /files/ENCFF356LFX/	2501608	ENCODE Processing Pipeline	3c019156c7e91a6df183efd712ad65f6		https://www.encodeproject.org/files/ENCFF284QKU/@@download/ENCFF284QKU.bed.gz				released	s3://encode-public/2020/08/14/e4cdd2df-ccab-4e3e-8f57-8a2f1210dda0/ENCFF284QKU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/08/14/e4cdd2df-ccab-4e3e-8f57-8a2f1210dda0/ENCFF284QKU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read length	control insufficient read depth	
